chain,address,categories,entity,source,your_category
ethereum_mainnet,0x0080aa797e3001aca87ffb778ba226036215757a,"cex,exchange",binance,heuristic,exchange
ethereum_mainnet,0x82658e412283338b9f3e2d955b8318c887b1c5c0,cex,shakepay,external,exchange
ethereum_mainnet,0xe8126ed3f1025746b26acd686bda0732e6a154b7,exchange,binance,heuristic,exchange
ethereum_mainnet,0x33721689a7818ff4d2aa34674584f01708717d66,exchange,binance,heuristic,exchange
ethereum_mainnet,0xf66a8b9b449ef44547066e3e85f0a9083a9a0baa,exchange,binance,heuristic,exchange
ethereum_mainnet,0x6c6b1f777f64211d1f4e0bafe3052c8405477d28,exchange,binance,heuristic,exchange
ethereum_mainnet,0xa1596da73acd93d89ff19056464e8beaecf9a8bb,exchange,binance,heuristic,exchange
ethereum_mainnet,0x87e5b71905ab8e70940acea005ad9cbf094b4211,"cex,exchange",binance,heuristic,exchange
ethereum_mainnet,0x021fd4a30dd9d532472ce0747bd70331dbaf5a09,cex,kucoin,external,exchange
ethereum_mainnet,0x1cd1c2b8b72926c8a2468d08d8c063a787f61464,exchange,binance,heuristic,exchange
bitcoin_mainnet,bc1q82a2jtmkpc628ae4lyuhegxud76xjvrhlnm7l0p3uykagn9ga8tqqmqd77,cex,okx,external,exchange
ethereum_mainnet,0x0f98528df92e093c343d66001605658ef5e6da38,cex,kucoin,external,exchange
bitcoin_mainnet,1ambaoqnywdqecdctbjh4czmgttoawcbev,cex,,heuristic,exchange
ethereum_mainnet,0x9c7681cc2c45412cf949a8af227719080c2d1cc7,cex,mxc,ground_truth,exchange
bitcoin_mainnet,1nytl6yr178j9j6r9gyzwnvcqza1axnrmz,cex,,external,exchange
ethereum_mainnet,0xf49dc497d7588f17ab2b71239a6a2ab393cec562,cex,kucoin,external,exchange
ethereum_mainnet,0x6e258906e13561ea13993f98475ebf9e4731cab5,"cex,exchange",binance,heuristic,exchange
ethereum_mainnet,0x52f4c5572c51dc22c94f2c97afce602e488dab1c,exchange,binance,heuristic,exchange
ethereum_mainnet,0x3cc2e07ae7ff9c8d5698a7a5f2116179918ea8f1,exchange,binance,heuristic,exchange
ethereum_mainnet,0x717976002e4b43a284a4bb7f9a1d5159abf9dcd6,cex,binance,ground_truth,exchange
bitcoin_mainnet,1mvghtlszejydtbyd5xppyz2wecqfm8cdk,cex,,external,exchange
ethereum_mainnet,0xe73121141dc5896fe179ae689258e5c017ab2ccb,exchange,binance,heuristic,exchange
ethereum_mainnet,0xa548765766d0149f67e354ff2991e44783fd3d50,exchange,binance,heuristic,exchange
ethereum_mainnet,0x85fa2204799fecbaf49d177e330f81c6d9c70a55,cex,bybit,external,exchange
ethereum_mainnet,0x6b2f2764c774945e3878b2340219c4b432f852c7,exchange,binance,heuristic,exchange
bitcoin_mainnet,3hzeefn1hhhsmncgmtgdwz1vbj3vpwtezc,cex,coinbase,heuristic,exchange
ethereum_mainnet,0x1937233bef7f565290b3ec6f1ff4998347d51fed,cex,bitkub,ground_truth,exchange
bitcoin_mainnet,1a5pps3uxqu7g8on7ibodwqbjdaxcwdazx,cex,,external,exchange
bitcoin_mainnet,1gh3xx9zdugxsfjrrykhhun85u18zuem3u,cex,,external,exchange
ethereum_mainnet,0xc46a1553bebd9a8325cb664e91669ef8f734587e,cex,okex,external,exchange
bitcoin_mainnet,12ja3qdk9sed2xz5zjepiycu6pfwtn152d,cex,,heuristic,exchange
bitcoin_mainnet,1mfj6jkmepwxcllsywyhwkjfqyjhus7h6m,cex,,external,exchange
ethereum_mainnet,0x7ae1dfefda3b36de547e39aaa0ca6b4caeaeb2b9,exchange,binance,heuristic,exchange
ethereum_mainnet,0x2f69158165501a46cc75501146b4242077fffd56,exchange,binance,heuristic,exchange
bitcoin_mainnet,1gkysn5qe7bipejujzhbgkeqlhxxrxjuqk,cex,,external,exchange
bitcoin_mainnet,3hhekjeysfxwgpdnm4bs9eyhy9ygc63zc3,cex,coinbase,heuristic,exchange
ethereum_mainnet,0xb949a851479110c8959143bf8e3d7638ae5691cf,cex,coinbase,external,exchange
ethereum_mainnet,0x6dfbfbf7d191176faa2ff2e61a4eee505f8bce36,exchange,binance,heuristic,exchange
ethereum_mainnet,0xbe12040f05ad299f0cb1819aad36e24f2c6cc30c,exchange,binance,heuristic,exchange
ethereum_mainnet,0x463b342baa37dbcac83b2360dd8e88a53b3f0836,exchange,binance,heuristic,exchange
ethereum_mainnet,0xeb9372cb4d413e324b83c7e639579d41d2c84b34,exchange,binance,heuristic,exchange
ethereum_mainnet,0x9e3a6e2d1b02c6549a1c7b751f8ba1b8d002156e,exchange,binance,heuristic,exchange
ethereum_mainnet,0x4a04ac98dc295c731e2449d15957e264852289ff,"dex,liquid_staking,smart_contract",uniswap,ground_truth,exchange
ethereum_mainnet,0x2bd9f155a7728778ce32b2bb8d04ccbc6fb9ff34,exchange,binance,heuristic,exchange
ethereum_mainnet,0xd7a1b082e1286bcd15933f7e86e7c788f03e53b0,exchange,binance,heuristic,exchange
ethereum_mainnet,0x377ea45c297c4bc69cf3f264ea0eb6228544132a,cex,coinbase,ground_truth,exchange
ethereum_mainnet,0x0635d8e288354b32061995a44c0da585ae613f1b,cex,binance,external,exchange
ethereum_mainnet,0xbfe0231ca41c6db188e8372aa810648105c5ce0a,exchange,binance,heuristic,exchange
ethereum_mainnet,0x3bec44e668fb400e180ebe6f93176c9932b6374e,exchange,binance,heuristic,exchange
bitcoin_mainnet,1dladwfjenap11qtphnglxu5rcn5vjgqvh,cex,,heuristic,exchange
ethereum_mainnet,0x1dfade1be20c5651b35a79c6921de481019e8d19,exchange,binance,heuristic,exchange
ethereum_mainnet,0x1dddf667c7b8c63313eb2d806427e83ef4dc9b1b,exchange,binance,heuristic,exchange
ethereum_mainnet,0x9de7c77aed7415220606db50017c2d9642e006fb,"cex,exchange",binance,heuristic,exchange
ethereum_mainnet,0x8d2c69e3b65d4e7e5dac06168e7c35d525dbd6f5,exchange,binance,heuristic,exchange
ethereum_mainnet,0x125f09f538675f32f0a3fb5ddf628e1d5b134454,exchange,binance,heuristic,exchange
ethereum_mainnet,0xaff23723df7dc0c0175f51a4ba909fce9932820b,exchange,binance,heuristic,exchange
ethereum_mainnet,0x42a4ffcd3ce40bcbd3a91798b9304f6f7cfbb1c1,exchange,binance,heuristic,exchange
ethereum_mainnet,0xe4dd3a1472c8ee1bbf1d4e0d4733632383444375,exchange,binance,heuristic,exchange
ethereum_mainnet,0x4f13bfc35e6e3e08c2b08314adff5b5da111caed,exchange,binance,heuristic,exchange
ethereum_mainnet,0x8ba06ed98d3e8e73dbbf06a65f28292d2ab64690,exchange,binance,heuristic,exchange
ethereum_mainnet,0x092ed2e4d0f5653516d3fea6219b1c957f20897d,exchange,binance,heuristic,exchange
ethereum_mainnet,0x50ffd5ad247759b975fb63458680f42a61b1460d,exchange,binance,heuristic,exchange
ethereum_mainnet,0xde2bde1e4c16ad3c167a722f2ead2048ea6b64fe,exchange,binance,heuristic,exchange
ethereum_mainnet,0x1ae37e28a5d6277c6fd490d5e99840cf53030d16,cex,changenow,ground_truth,exchange
ethereum_mainnet,0x61742f8fdf3962b9a6cfb859ff919c1318ffefa4,cex,kucoin,ground_truth,exchange
ethereum_mainnet,0x15171d8892dab12caf868d3e0ebd4eca2afb0815,cex,coinbase,external,exchange
ethereum_mainnet,0x0569fce8b4b55f77f9d497071a060e906b09dcef,cex,huobi,external,exchange
ethereum_mainnet,0x5ceed39b34b7f45928a2005e64c0bc2fedeb267c,exchange,binance,heuristic,exchange
ethereum_mainnet,0x0b369521ea5552f09ce26e4de6e0f5958391d5ab,exchange,binance,heuristic,exchange
ethereum_mainnet,0x2ff078533c23efe3a70fe971975e0373fff39c0b,"cex,exchange",binance,heuristic,exchange
ethereum_mainnet,0x529cad70341bb6ad4a6601d4b17e2eb0cd9aa56a,cex,okex,external,exchange
bitcoin_mainnet,3lnid8eybaaiakxzknbn6ptcfeb5wv3nhk,cex,coinbase,heuristic,exchange
ethereum_mainnet,0x926a3e07e3e85243e6aab6130a708627166afa1f,exchange,binance,heuristic,exchange
bitcoin_mainnet,1mezxr2casogk8kclhbluamqthasabgdgj,cex,binance,external,exchange
ethereum_mainnet,0x07ee9276bc1d00ef8c8dec86e9316b0b9240fbb3,"cex,exchange",binance,heuristic,exchange
ethereum_mainnet,0x41308b1dc31f3a5f03b53bfbe5eef47ddc98263d,exchange,binance,heuristic,exchange
ethereum_mainnet,0x55fa22c8c1c6e7e461d4c1a0a5574c05fa30070f,exchange,binance,heuristic,exchange
ethereum_mainnet,0x6d636bf940a16f74f68b8c0e60e722436fb5b0b2,exchange,binance,heuristic,exchange
ethereum_mainnet,0xb0bf604c5ca619a5da676365a1e838bbf7e23e75,exchange,binance,heuristic,exchange
ethereum_mainnet,0x41809836197d45070efb00bd2ad8e14fee30b6a0,exchange,binance,heuristic,exchange
ethereum_mainnet,0xf8f858e8f6ee295ecfa8a6d6ff7ba0cbede577d2,cex,gate_io,ground_truth,exchange
ethereum_mainnet,0xb7b3fe4bf118d800e439d69ad55b4a58fac6352c,exchange,binance,heuristic,exchange
bitcoin_mainnet,1n8hu1jq6dkbbeydn5oydh8suawnzg3zwe,cex,,external,exchange
ethereum_mainnet,0x8142845fb22228a13cad41c3cbbed6d5c9f4d055,exchange,binance,heuristic,exchange
ethereum_mainnet,0x706e595d594ad6338b32680951b7201e5dcd4583,exchange,binance,heuristic,exchange
bitcoin_mainnet,1pwynrjcrnzspqvazvcuagi3owrbuwyq96,cex,binance,external,exchange
ethereum_mainnet,0xde90663388a6b981d2d031aed8f902730ce8c32e,exchange,binance,heuristic,exchange
ethereum_mainnet,0x97960cb7800e8d82cd648831b4089a6b8031956a,exchange,binance,heuristic,exchange
ethereum_mainnet,0x04d2bf6e32866c2983d9eed814111558ed41d2d2,exchange,binance,heuristic,exchange
ethereum_mainnet,0x4c12ce058102c79717dbc0f917836f14ad864167,exchange,binance,heuristic,exchange
ethereum_mainnet,0x23f6f4f6c5f530d432f30c6da187c750357faea9,"cex,exchange",binance,heuristic,exchange
ethereum_mainnet,0x1868eaacff61b8967a7c0ae32bbecfb37ca38f8a,exchange,binance,heuristic,exchange
ethereum_mainnet,0x565316d596c6c69dfd37d8fff840521d37233f5b,"cex,exchange",binance,heuristic,exchange
ethereum_mainnet,0xf56a0f1a481686c4df1046d997dda92f0f58fcec,exchange,binance,heuristic,exchange
ethereum_mainnet,0xef75a2e386894d2a06e7f75e34da18921dbf2e02,cex,bybit,ground_truth,exchange
ethereum_mainnet,0xd2965b11734152bb0d44510996e8461e974cfc2a,exchange,binance,heuristic,exchange
ethereum_mainnet,0xae6961ae8926e6cbbffc794c900e12ab7e2ae20a,exchange,binance,heuristic,exchange
ethereum_mainnet,0x4e73212e05ecfae4aa10d5a54da5c032353f83e6,exchange,binance,heuristic,exchange
bitcoin_mainnet,3aamfmzf9pikmlppgcscqufz7dcxhu1y4a,cex,,heuristic,exchange
ethereum_mainnet,0x1429d27fad75c2640aaa504cfc82092eb8fce01e,exchange,binance,heuristic,exchange
ethereum_mainnet,0x6b609f38b9a293b7ad4a0ecc66bd3bd5c5e0c5f0,cex,indodax,external,exchange
bitcoin_mainnet,1h2h9bpnlsz5smdngvobqkk14u4pleymuk,cex,,heuristic,exchange
ethereum_mainnet,0x6574629db8dd554047f2cf8d62df8a39500b9794,cex,coinbase,external,exchange
ethereum_mainnet,0xdd029ea781521f79170175be937c47f04a1aecc6,exchange,binance,heuristic,exchange
ethereum_mainnet,0x11b8053da9014c75d65fcc4e7a7a03621bf56c8f,exchange,binance,heuristic,exchange
bitcoin_mainnet,1a1rvgfhary2trqepowdg7vkcpmautqwfa,cex,,external,exchange
bitcoin_mainnet,1gaclyqf6ubihh25uwgzvra5dtbbzh41wg,cex,,external,exchange
bitcoin_mainnet,3h1dqdsn7jyf9bcwbtvwkefprx6jgxtl6k,cex,coinbase,heuristic,exchange
ethereum_mainnet,0x079aeba17593c63d9507eda7016f3a219f4ebe8d,exchange,binance,heuristic,exchange
ethereum_mainnet,0x1ade2444ee40499111b38e4bf6853d9a20e75656,exchange,binance,heuristic,exchange
ethereum_mainnet,0x1bc458b546a8f0e275a946eee922569ad95f7291,exchange,binance,heuristic,exchange
ethereum_mainnet,0xb7bf155ea081f071ca691c22c65851cce397584e,exchange,binance,heuristic,exchange
ethereum_mainnet,0x634c1a21dd2ead9ddf5078ae39bf59f4208d51a1,exchange,binance,heuristic,exchange
bitcoin_mainnet,16jzm54uv8dbsnjbhp2mr3rymcyfsd5cra,cex,coinbase,heuristic,exchange
ethereum_mainnet,0x07b94b88db1e6b715dab6261448f77fffa86d630,exchange,binance,heuristic,exchange
ethereum_mainnet,0x359f3cc1d314dae6d3169e105920fd3e9380c0fd,exchange,binance,heuristic,exchange
ethereum_mainnet,0x7704cb7c00da4a419c030dccebdad37ee1142c9a,exchange,binance,heuristic,exchange
ethereum_mainnet,0x077f265680ea9f651216db46b2d4742b62df0317,exchange,binance,heuristic,exchange
ethereum_mainnet,0xc30badb28e2076801a177714d6238be4ab3f4665,exchange,binance,heuristic,exchange
ethereum_mainnet,0x713fa904a8c9a15f175a90c5b865129044e88760,exchange,binance,heuristic,exchange
ethereum_mainnet,0x385a59a647e134e1bd5b81a0f4b98dbc0659d324,exchange,binance,heuristic,exchange
ethereum_mainnet,0x2e10d0a452bde5bbd7764c394c3fa585f415e88a,exchange,binance,heuristic,exchange
ethereum_mainnet,0x6ce4d41b7e017b42a8e9c6bd3ebc55612a81e880,exchange,binance,heuristic,exchange
ethereum_mainnet,0xe97473ef4735e4f1bab63b9c210bb4043368ec9e,exchange,binance,heuristic,exchange
ethereum_mainnet,0x6cf6b786ad200f26a21612e03f0a99ad39e6e458,exchange,binance,heuristic,exchange
ethereum_mainnet,0x089f9a8b30a5275ea4c09ec9bb5442c8f4f1f778,exchange,binance,heuristic,exchange
ethereum_mainnet,0x35c709e72c858507306e1c1e8874799020f861bf,"cex,exchange",binance,heuristic,exchange
ethereum_mainnet,0x8acd4a69b7f1bb3d7ff4d1fb323c09c7019ffb8c,cex,coinbase,external,exchange
ethereum_mainnet,0x5c3d2608a066e6bfdf61032342c766d095374dd2,exchange,binance,heuristic,exchange
ethereum_mainnet,0xeac8365d1653d153e290e5d6a0b39a1d23c7e838,"cex,exchange",binance,heuristic,exchange
ethereum_mainnet,0x3d5f5d1ad3781a03bd34e61a374618e81ae9479f,"cex,payments",coinbase_commerce,external,exchange
ethereum_mainnet,0x87731c61e591404506dde43846ada2922788f310,exchange,binance,heuristic,exchange
ethereum_mainnet,0x67956c48c90f60c4393ea07df846da870a627b0a,cex,bitzlato,ground_truth,exchange
ethereum_mainnet,0xa24e56a2a0db39f158be9a291b89ce95e0ddb5bf,exchange,binance,heuristic,exchange
bitcoin_mainnet,1mjzp1ybjshbjkz7ebp8lzvf3tzyapozxb,cex,,external,exchange
ethereum_mainnet,0x9a89def530eb1211ce991af8faf82d4639854c70,exchange,binance,heuristic,exchange
ethereum_mainnet,0x484caf3fa44d6285f0c619c39f1ae5d452f2f4b7,exchange,binance,heuristic,exchange
ethereum_mainnet,0x27561aac456353d49955c1674c4a0b8685be6741,exchange,binance,heuristic,exchange
ethereum_mainnet,0xe3e5bf8fe1aa645d56ea1ca8ceae7c3f9cbc0b3a,cex,bitkub,external,exchange
ethereum_mainnet,0x5dfb7b2c364f3c03345c4dbf680926b16434eb3b,exchange,binance,heuristic,exchange
ethereum_mainnet,0x248f66a2ee71b400cf12d902c5698f76ccd7fdf7,exchange,binance,heuristic,exchange
bitcoin_mainnet,1ardq3xtadniqioxsipda8333vfljsm7l8,"cex,high_risk",,heuristic,exchange
ethereum_mainnet,0x9743b19e49033afefa930f2711633bc577264af5,exchange,binance,heuristic,exchange
bitcoin_mainnet,1hwhu4rohyecfqxmzptmrayfzbaowpbxnq,cex,quidax,external,exchange
ethereum_mainnet,0x1aba3ee4d1f0f4e57c8d2e728ed94b94cdb8080d,exchange,binance,heuristic,exchange
bitcoin_mainnet,1ewxkakgefhea4fubnyvuadylohpehnfje,cex,,external,exchange
ethereum_mainnet,0x525ebc3838804b1fb63f72ec87c95568b0db0418,exchange,binance,heuristic,exchange
bitcoin_mainnet,18umhfbzmkx3w7upwq1ghydk4sqkk6219q,cex,,external,exchange
ethereum_mainnet,0x83477fb59bf5a1752a2f9dd413672f9fe6028b93,exchange,binance,heuristic,exchange
ethereum_mainnet,0x0cecbc8099b1cad55a06d9d9e6b0ebe7925b4a85,exchange,binance,heuristic,exchange
ethereum_mainnet,0x923131b4467ca79878672e582393081b52ae104e,exchange,binance,heuristic,exchange
ethereum_mainnet,0x12ccb9d04b985b96bcc0dd2ec50c06c5870e20da,exchange,binance,heuristic,exchange
bitcoin_mainnet,13aw6qcnkepxvq2w8zn2exhdunxjahfwag,cex,binance,external,exchange
ethereum_mainnet,0xf83b104ec35817484eb857daa2142b99f180beb3,exchange,binance,heuristic,exchange
ethereum_mainnet,0x0e76c170079f9fc3ac7fc2b6ad7c0ca6beb40814,exchange,binance,heuristic,exchange
bitcoin_mainnet,1ffjbinhqz9ozqwjqjnhg7nvwa35pn3ud1,cex,,external,exchange
bitcoin_mainnet,1g5e2lv47xcjecdvqkf1uzz9ttt8rtmfdm,cex,binance,external,exchange
ethereum_mainnet,0x98c6eb2f33ee9892bd90f8823682708b11f4933a,cex,binance,ground_truth,exchange
ethereum_mainnet,0x23105bb28be745fd721f03ff9df52fd360dd7648,"cex,exchange",binance,heuristic,exchange
ethereum_mainnet,0xc1aeb5f5c5177d00a0eb8285d8b4752c08a313cf,exchange,binance,heuristic,exchange
ethereum_mainnet,0xe718f467fa14c9415f2946830993cd2ec062b60b,cex,mxc,ground_truth,exchange
ethereum_mainnet,0xa011a7afbe93cb484b7527969a48b92871c06856,cex,huobi,external,exchange
ethereum_mainnet,0x7cbd2a5f813f9f5ab18cd3bdd46f5a60c50262ac,cex,changenow,external,exchange
bitcoin_mainnet,3gq4xuudm9vsnsgihgpq7qocwkygfqjwht,cex,coinbase,heuristic,exchange
ethereum_mainnet,0xad53de74b0ce2b71c906202b4f067bafb643ef75,cex,coinbase,ground_truth,exchange
bitcoin_mainnet,1nzizzmnn9hsbp45ug7ypa863nurbhfunt,cex,,external,exchange
ethereum_mainnet,0x966cb904fc4a52f1d4c05995b746be81e8037ddb,exchange,binance,heuristic,exchange
ethereum_mainnet,0xb5c6aafedd65451ad3d0a65bb201cfc798f81ce1,exchange,binance,heuristic,exchange
ethereum_mainnet,0x193ebbd132f50265202f33ce93d355097f06ff4a,cex,okex,external,exchange
bitcoin_mainnet,bc1qtcf87rkz4fyf8dwlauq4g6a6e58jgc80gvt0qm,cex,coinbase,heuristic,exchange
ethereum_mainnet,0x8553a3a6fcb09fdce956d9f20c547ced47006265,exchange,binance,heuristic,exchange
ethereum_mainnet,0x93894d1113941e290c268940d65dcd578d623778,exchange,binance,heuristic,exchange
ethereum_mainnet,0xaf399a88f3466df23a979117ab5dcf89e9692692,exchange,binance,heuristic,exchange
ethereum_mainnet,0xd9a127c0ca3cf59fc1a92c10328842424ed0bfa0,exchange,binance,heuristic,exchange
ethereum_mainnet,0x2e19244c6a75b9a29e10aa5463460399fa1f25ee,exchange,binance,heuristic,exchange
bitcoin_mainnet,1mseqpgpf51lxylsnskofpzwbfrzabnmvu,cex,,external,exchange
bitcoin_mainnet,1gvecorxexmxnzictny1u8sknuzhu1jerj,cex,,external,exchange
ethereum_mainnet,0x3e4b4440fd805f284be976db4afe84dd5d6918bb,exchange,binance,heuristic,exchange
ethereum_mainnet,0xb34d2b800984f820a5d1738d14267f4af79983a4,exchange,binance,heuristic,exchange
ethereum_mainnet,0x831b1d50197fbc224a079ec3404a3c1231f59ac3,"dex,liquid_staking",uniswap,ground_truth,exchange
ethereum_mainnet,0xc67167fa29bdb0cbecd3ff737363a65da655669b,"cex,exchange",binance,heuristic,exchange
ethereum_mainnet,0x33ab1412b686eebbc886580ddeb6c62f02a67810,exchange,binance,heuristic,exchange
ethereum_mainnet,0x2ca2f287a688372d58069b9b0ed407b0b1002cc2,exchange,binance,heuristic,exchange
ethereum_mainnet,0xe61c0ce2036d7f79b30d4909b9f3efd5e56c30bc,exchange,binance,heuristic,exchange
ethereum_mainnet,0x6decb467d2e834f20c60a8bbc0089a0e9c29cef7,"cex,exchange",binance,heuristic,exchange
ethereum_mainnet,0xd0299c18c4a368a90317fa040415710ecc67897f,"cex,exchange",binance,heuristic,exchange
ethereum_mainnet,0x6760be4902d8971e30688598bfafa8a1faa06aa0,exchange,binance,heuristic,exchange
ethereum_mainnet,0x21cad3e07812089b422eaa9a006d28c8f40a1d26,exchange,binance,heuristic,exchange
ethereum_mainnet,0x4336199135c723ff11d19585c2d701b4c7da3bce,cex,bybit,ground_truth,exchange
ethereum_mainnet,0xce558949689fe6429a24470e10021c93211595a5,"cex,exchange",binance,heuristic,exchange
bitcoin_mainnet,1p6yseo9cqkmddq3sk3k98xvrbdxqxnzze,cex,,external,exchange
ethereum_mainnet,0x7bb010545c0feed7cfa100cdc1bf22b62675f786,"dex,liquid_staking,smart_contract",uniswap,ground_truth,exchange
ethereum_mainnet,0x3e9b005de9f64f732f3e777f1bac6ab9e7e25667,cex,coinbase,ground_truth,exchange
ethereum_mainnet,0x7454c12285e321f145f707ec6748cf0693784628,exchange,binance,heuristic,exchange
ethereum_mainnet,0xdd716bef1fbda4bf91a8777f89f30954e23e2eb8,exchange,binance,heuristic,exchange
bitcoin_mainnet,1nrzkh6d848ra13td9dpiqsdwchr6lifqh,cex,,external,exchange
ethereum_mainnet,0xc457693242d664074cfc512f741e1b0371c1fe11,exchange,binance,heuristic,exchange
ethereum_mainnet,0x898d2baff62f5fcceb01ed1f449586c88f6bdeac,exchange,binance,heuristic,exchange
ethereum_mainnet,0x79103e422a446dc90de2af6c7074f3e85fda4b5c,exchange,binance,heuristic,exchange
ethereum_mainnet,0x6385b942f3e54ad4ae6f37a7cb751a4b4978ea90,cex,coinbase,ground_truth,exchange
bitcoin_mainnet,1a4mnxazn3xg54c4kdeabxx7ju85yvegkc,cex,coinbase,heuristic,exchange
ethereum_mainnet,0xc069685cd21ba689a3018366d2b172edb5a25c30,"cex,exchange",binance,heuristic,exchange
ethereum_mainnet,0x6774b9946d29425efb80d5e03c47ffe795514c76,exchange,binance,heuristic,exchange
ethereum_mainnet,0x12e95afc5615b3719af60a8d54b44473dca2db35,exchange,binance,heuristic,exchange
ethereum_mainnet,0x87065146c43ef16a3b5bfc4b9d0562881a364e4f,cex,coinbase,ground_truth,exchange
ethereum_mainnet,0x477046082fe84e140f99ac2d5877e0fb6aef63af,exchange,binance,heuristic,exchange
ethereum_mainnet,0x6e96d23e6037371df6d2647f8f3d2dd9ba30ddd7,exchange,binance,heuristic,exchange
bitcoin_mainnet,17dlzvjczw16t33gicma7epblzgmzug3un,cex,coinbase,heuristic,exchange
ethereum_mainnet,0xf2559c18bb3a6eb0297814fd50311d7cdbf60b4a,cex,okex,external,exchange
ethereum_mainnet,0x748c55b1dba6322a566c651f78d3cb572239cc56,cex,bitfinex,ground_truth,exchange
ethereum_mainnet,0xd629dc909b742980fc68d3bc0763e03f91cc68aa,exchange,binance,heuristic,exchange
ethereum_mainnet,0x36fb76a3a15cfcbb0a6d3c79def47f5980c14c69,exchange,binance,heuristic,exchange
ethereum_mainnet,0x9b484f17ff12ef0b8b031dc3a7bc889a6127d642,cex,bybit,external,exchange
ethereum_mainnet,0x0981e413d0dee7c3975cbf0896c9da58adf19144,exchange,binance,heuristic,exchange
ethereum_mainnet,0x66254186def388e663456003344c9e64ed3085f7,cex,whitebit,ground_truth,exchange
bitcoin_mainnet,35cnlrxre4ykpdcyxy8y3rnsuetmhl2h5x,cex,cryptopay,external,exchange
bitcoin_mainnet,1gdzsjdhdkfwgdyjzpzjwtxuofsgho4mje,cex,,external,exchange
ethereum_mainnet,0xaea0d80b8b1f08baa2dd5e5fa02a7a04e18f9d1f,exchange,binance,heuristic,exchange
ethereum_mainnet,0x9b198f3aa2a16b1a40ceac028289133a9f710bd4,exchange,binance,heuristic,exchange
ethereum_mainnet,0x87b06bec53abe64be85173de2d6c8267e25673f5,cex,bybit,external,exchange
bitcoin_mainnet,1nt16heko64tvdls4pbnwc7agyzdzd86nv,cex,,external,exchange
ethereum_mainnet,0xbf50159a79e644d0e74caeb87f9afbe847d734fd,"cex,exchange",binance,heuristic,exchange
ethereum_mainnet,0x8f25e05ff64d1e8c103f21e779fbadfbc05cdfdd,exchange,binance,heuristic,exchange
ethereum_mainnet,0xefb1782a6dae2135a88a6fe988e467efdab88349,"cex,exchange",binance,heuristic,exchange
ethereum_mainnet,0x0da2b0a7bf2955a056dbcd09728ec8f780e90f29,exchange,binance,heuristic,exchange
ethereum_mainnet,0xe44bd405e45d4de39b4df68bc6c10a846e8e0c1c,exchange,binance,heuristic,exchange
ethereum_mainnet,0x2cc6b92bb655b763cea7af5a4546272b59d3ac72,cex,bybit,external,exchange
ethereum_mainnet,0x3b3c8b6ef6cf52b5809d887176c8ee84f4e0eb77,exchange,binance,heuristic,exchange
ethereum_mainnet,0x496a2ce4f3eaa497f14754b82b7b0ef889a20db8,exchange,binance,heuristic,exchange
ethereum_mainnet,0x77d13a3e25364da4948b0b9a5eccfaf0138aec4a,"cex,exchange",binance,heuristic,exchange
bitcoin_mainnet,12gnhj1hxp4glcs8c5rmjpygc7wrlknuqe,cex,binance,external,exchange
ethereum_mainnet,0x34b5e27f8e3edbc3ba2f71978e5d47a8df41da41,exchange,binance,heuristic,exchange
ethereum_mainnet,0xda631800003d0011e5dd4bf4eae1ca9796e05de7,exchange,binance,heuristic,exchange
ethereum_mainnet,0xd962fc4d2734a2015a26906d3dbe624426a1ac76,exchange,binance,heuristic,exchange
ethereum_mainnet,0x45813316370fbde7f6334fcb9f634d3581d1091c,"cex,exchange",binance,heuristic,exchange
ethereum_mainnet,0x9ec2384a3d1cf9d46477c0bb34790e546d177e0e,exchange,binance,heuristic,exchange
ethereum_mainnet,0x9f13fc2925178fe4d175f21b62f043f2b7f1d515,cex,bitmart,external,exchange
ethereum_mainnet,0xdae178caccc8851e81281a3a6a50a5af9b9d2ea5,exchange,binance,heuristic,exchange
ethereum_mainnet,0xfd729f3cca6134ebf0d849ac0675b644669a2bcb,exchange,binance,heuristic,exchange
bitcoin_mainnet,1fjpi6j584wdcgnw6qr33napfxx6qn8b3m,cex,,external,exchange
ethereum_mainnet,0x2b43a2eb6690e1b6339e286d025e64cc80ee6851,"cex,exchange",binance,heuristic,exchange
ethereum_mainnet,0xa3af45c1d52005a1e49a8494ebfa72353a40ebb2,exchange,binance,heuristic,exchange
ethereum_mainnet,0xa1399b4d8566094addbc0270f3053b2412fcfa1c,exchange,binance,heuristic,exchange
ethereum_mainnet,0xe4e6b54481076d8635134e1206a8595504e33498,exchange,binance,heuristic,exchange
bitcoin_mainnet,17gnv6qqwhhzhzyyebgr8rc1ehaslmxpgt,cex,,heuristic,exchange
bitcoin_mainnet,1nwrbuhyh14s2cd9wgbb1hydwexhkt1oqt,cex,,external,exchange
bitcoin_mainnet,19g7u8edjc1eqhmfxzjzttumuws6suffrm,cex,,external,exchange
ethereum_mainnet,0x4ae4b514c7b256190417ce94071c0d6084542c91,"cex,exchange",binance,heuristic,exchange
ethereum_mainnet,0xe9b1653e8851fab4d8462c2603f0c6fa10e374b9,exchange,binance,heuristic,exchange
ethereum_mainnet,0x5159d3cc30d0255ce23635a7ad02fdabd162ac99,"cex,exchange",binance,heuristic,exchange
ethereum_mainnet,0x146ac46632d557da95715e87c4ff718c61a7a5af,exchange,binance,heuristic,exchange
ethereum_mainnet,0x0427d527a4c28b8ff8b0637a9d28854787e1bb7d,cex,xt_com,ground_truth,exchange
